claim_id,policy_id,claim_type,claim_amount,days_since_policy_start,num_prior_claims,incident_report_delay_days,is_weekend_claim,claim_channel,fraud_label
201266,50578,Travel,1246.03,3097,2,3,1,Online,0
201267,53280,Motor,2722.86,2313,2,3,1,Phone,0
201268,53371,Motor,2477.25,2075,1,3,0,Online,1
201269,55397,Home,3600.62,3515,0,4,0,Online,0
201270,54092,Motor,4156.4,996,0,1,0,Online,0
201271,55865,Motor,7863.94,3248,0,1,0,Online,1
201272,51789,Motor,5019.1,2078,1,5,1,Phone,0
201273,53739,Motor,1768.13,2046,1,3,1,Phone,0
201274,51242,Motor,3666.37,1422,1,1,0,Online,0
201275,52500,Motor,1850.57,3085,1,5,0,Phone,0
201276,53464,Home,1994.73,2368,1,7,0,Phone,0
201277,51752,Home,2751.35,2492,0,4,1,Online,0
201278,51571,Motor,3014.7,825,3,0,0,Phone,1
201279,53328,Motor,2178.31,1125,0,5,0,Broker,0
201280,55697,Motor,150.35,2154,0,4,1,Broker,1
201281,54521,Home,4872.0,99,0,3,0,Online,0
201282,53992,Motor,2154.73,3316,2,2,0,Online,1
201283,50711,Travel,968.92,534,2,3,0,Phone,1
201284,50969,Home,3023.0,2962,1,5,0,Online,0
201285,55081,Home,1958.99,1263,1,8,0,Online,0
201286,54806,Home,1673.31,3173,1,3,0,Online,1
201287,53699,Motor,1006.53,125,1,5,0,Online,1
201288,50897,Motor,1251.21,3138,2,5,0,Online,0
201289,54549,Motor,4328.74,2679,0,5,0,Phone,0
201290,54950,Motor,861.56,2425,0,6,1,Broker,0
201291,52284,Motor,3492.63,902,2,6,0,Online,0
201292,55698,Motor,3321.8,3485,1,4,0,Online,1
201293,53333,Motor,1784.78,2876,1,4,0,Phone,0
201294,51514,Motor,5273.07,3173,0,7,0,Phone,0
201295,53136,Home,1556.81,293,0,7,0,Online,0
201296,53542,Motor,1785.23,3630,2,5,1,Online,0
201297,53291,Home,742.61,719,0,4,1,Online,1
201298,52673,Travel,4965.35,2654,0,7,1,Broker,0
201299,51057,Home,1105.32,89,0,4,0,Broker,1
201300,51452,Motor,2963.59,2784,3,3,0,Phone,0
201301,51141,Motor,2316.03,3328,0,5,0,Online,0
201302,52560,Motor,1514.94,1220,0,5,1,Online,0
201303,52918,Home,3332.18,3412,0,4,1,Phone,0
201304,52650,Motor,4015.45,321,0,7,1,Online,0
201305,50262,Travel,7305.15,1997,1,3,0,Phone,0
201306,55857,Home,2821.68,14,1,4,0,Phone,0
201307,50779,Home,5154.3,1304,1,2,0,Broker,0
201308,55462,Home,1154.43,2968,1,3,0,Online,0
201309,52290,Motor,1358.69,3410,0,4,1,Online,0
201310,50722,Travel,5205.15,963,4,4,0,Phone,1
201311,54272,Home,2536.39,3132,2,1,1,Online,0
201312,53755,Travel,769.1,491,3,6,1,Broker,0
201313,54689,Motor,3071.72,1666,1,5,0,Phone,0
201314,52940,Home,5588.96,1281,0,2,0,Online,1
201315,53316,Motor,3483.29,361,0,2,0,Phone,1
201316,51324,Motor,2002.08,2059,1,5,0,Phone,0
201317,52014,Home,3443.94,1693,0,3,1,Phone,0
201318,51792,Home,789.82,1551,2,4,0,Online,0
201319,53003,Motor,7974.27,3603,2,8,0,Online,1
201320,54638,Home,1080.19,2132,3,4,0,Online,0
201321,55839,Home,1303.27,284,3,7,0,Online,0
201322,51295,Home,7733.73,1899,0,4,0,Online,0
201323,54065,Home,2186.83,1829,2,4,1,Phone,0
201324,54463,Home,2702.73,2443,2,1,1,Phone,1
201325,50759,Motor,1361.21,3265,0,2,0,Broker,0
201326,51309,Motor,7511.28,3507,1,6,0,Phone,0
201327,51144,Home,1593.13,815,0,7,0,Online,0
201328,50077,Home,1094.26,2471,0,4,0,Broker,0
201329,54197,Home,2550.63,3002,3,4,0,Broker,0
201330,53204,Home,1671.18,2139,0,2,1,Online,0
201331,55430,Motor,2810.67,2808,0,2,0,Online,1
201332,50194,Home,2221.7,129,0,6,0,Broker,0
201333,55663,Motor,1673.35,2670,1,2,0,Phone,0
201334,53861,Home,4694.36,661,0,6,1,Phone,1
201335,52780,Motor,4314.13,472,0,4,0,Online,0
201336,53432,Home,1652.44,1015,0,2,0,Broker,1
201337,55426,Home,2954.21,3117,2,5,1,Phone,0
201338,55993,Motor,1117.54,3198,0,3,1,Online,0
201339,55505,Motor,3000.62,2056,1,3,1,Broker,1
201340,51129,Home,1672.37,3565,2,4,1,Broker,1
201341,51962,Motor,2323.46,3313,0,4,0,Online,1
201342,55681,Motor,2230.9,2558,1,1,0,Broker,0
201343,52532,Motor,723.6,415,1,3,0,Online,1
201344,50527,Motor,5161.55,3050,0,3,1,Phone,0
201345,53237,Motor,2844.19,2155,1,5,0,Phone,0
201346,55199,Motor,1757.68,3637,2,5,0,Online,0
201347,53818,Motor,1283.85,2026,0,6,0,Online,0
201348,55969,Travel,6420.32,236,1,2,0,Phone,0
201349,50353,Travel,1505.14,77,1,4,1,Online,0
201350,52342,Motor,1301.04,1052,1,3,0,Phone,0
201351,53864,Motor,3010.65,2178,0,5,1,Phone,1
201352,54511,Motor,4809.53,3035,2,1,0,Broker,0
201353,54085,Motor,1458.89,3336,0,5,0,Online,0
201354,55742,Home,688.28,3277,0,8,1,Phone,0
201355,55641,Motor,296.85,3617,0,2,0,Online,0
201356,55921,Motor,1950.76,2825,0,4,0,Broker,1
201357,54934,Travel,7859.55,3322,1,3,0,Online,1
201358,51953,Motor,5502.82,533,1,2,1,Broker,0
201359,52160,Home,4100.49,3077,2,5,0,Online,0
201360,52265,Travel,2018.97,3313,0,1,0,Online,0
201361,55716,Motor,1880.12,1736,0,1,0,Online,0
201362,53681,Home,562.39,2473,3,4,1,Broker,0
201363,55684,Motor,3026.12,1890,1,0,0,Online,0
201364,53889,Home,2003.63,2175,0,6,0,Phone,0
201365,50197,Motor,3962.16,3159,1,4,0,Online,0
201366,52154,Motor,2553.99,88,1,6,1,Online,0
201367,55207,Home,2602.51,645,0,5,1,Online,0
201368,55994,Motor,684.22,440,2,6,0,Online,1
201369,53697,Motor,1660.31,3124,0,3,0,Online,0
201370,50647,Home,2454.89,2614,0,3,0,Online,0
201371,54908,Motor,2612.88,1229,1,4,0,Phone,0
201372,54480,Home,2917.89,878,1,2,0,Phone,0
201373,52685,Motor,1920.56,1831,0,6,0,Phone,0
201374,54630,Motor,725.27,2772,2,5,0,Online,0
201375,52540,Home,2610.63,248,3,5,1,Online,0
201376,54406,Travel,2475.02,2200,0,3,0,Online,0
201377,55627,Home,3512.48,2789,3,4,0,Online,0
201378,50131,Motor,4829.48,33,0,3,0,Online,0
201379,52449,Home,3338.76,1044,0,5,1,Online,0
201380,55155,Home,2845.65,2799,1,4,1,Phone,1
201381,52403,Home,1278.55,1965,1,5,1,Broker,0
201382,52051,Home,929.12,3409,0,2,0,Broker,0
201383,51707,Motor,930.89,1985,2,4,0,Online,0
201384,54252,Home,6817.65,3566,1,6,0,Online,1
201385,51118,Home,957.54,2424,1,5,0,Online,0
201386,50520,Motor,2604.73,764,2,8,0,Broker,0
201387,52968,Motor,3934.75,686,1,5,0,Online,0
201388,51769,Motor,3451.17,3397,2,3,0,Online,0
201389,54568,Home,4019.12,713,0,4,0,Online,0
201390,52769,Motor,1699.59,3553,2,1,0,Online,0
201391,50353,Home,3078.9,2327,2,6,0,Online,1
201392,51499,Travel,1340.53,484,2,0,0,Online,0
201393,53560,Motor,3210.83,1584,3,3,0,Online,0
201394,53911,Travel,1931.4,1584,0,1,0,Online,0
201395,50646,Motor,3429.37,1436,2,5,0,Online,0
201396,51743,Home,895.1,797,1,1,0,Online,0
201397,50053,Motor,2460.53,706,2,4,0,Broker,0
201398,53508,Motor,3212.58,2745,1,3,0,Online,0
201399,52964,Travel,1895.62,690,1,3,1,Online,0
201400,55639,Home,1631.31,408,1,7,0,Online,0
201401,51977,Home,4827.39,2233,3,2,1,Online,0
201402,54689,Travel,2937.13,1521,3,9,0,Online,0
201403,51316,Motor,1995.55,618,0,2,0,Online,0
201404,52399,Motor,2482.3,2454,2,4,0,Phone,0
201405,50634,Motor,3167.04,1074,0,3,1,Phone,0
201406,54934,Home,3677.49,569,1,1,0,Online,0
201407,55284,Travel,6636.07,1023,1,4,1,Phone,0
201408,53458,Motor,8664.27,29,2,4,0,Phone,0
201409,51877,Travel,8904.2,1439,1,4,1,Online,1
201410,55846,Motor,4709.05,241,1,5,0,Online,0
201411,53809,Travel,942.45,1288,0,7,1,Online,1
201412,54102,Motor,371.11,3050,1,5,0,Phone,0
201413,55792,Motor,3209.22,2323,3,7,1,Broker,0
201414,52049,Motor,1325.25,1797,0,2,0,Phone,0
201415,53111,Home,822.25,1806,0,1,0,Phone,0
201416,51915,Motor,2932.89,2789,2,4,0,Online,0
201417,54514,Home,4084.64,2325,1,4,0,Broker,0
201418,53963,Home,2819.04,1393,0,8,0,Online,0
201419,52784,Home,2537.15,718,2,2,1,Online,0
201420,52881,Home,466.32,654,2,5,0,Online,0
201421,52064,Home,1572.9,1329,2,1,1,Phone,0
201422,55354,Home,3206.84,2951,1,0,0,Online,0
201423,50608,Motor,10472.01,3521,0,4,1,Online,0
201424,51699,Motor,1085.16,218,4,4,0,Online,1
201425,50288,Home,2489.49,1299,2,2,0,Online,0
201426,53471,Motor,1949.89,106,1,3,0,Online,0
201427,55972,Motor,2672.39,2323,0,5,0,Online,0
201428,50056,Home,2899.15,2426,0,3,0,Phone,0
201429,53883,Motor,2848.02,52,2,3,0,Phone,0
201430,53422,Motor,1142.57,3564,1,6,0,Phone,0
201431,50502,Motor,2008.18,49,0,2,1,Phone,0
201432,52173,Motor,2600.02,1361,0,4,0,Online,0
201433,55995,Motor,508.46,799,4,3,0,Online,1
201434,54930,Motor,3431.01,2621,2,1,0,Phone,1
201435,55026,Home,3307.88,1740,1,2,0,Phone,0
201436,54987,Motor,116.45,262,1,5,1,Phone,0
201437,53818,Home,960.34,2393,3,4,0,Broker,0
201438,55549,Motor,699.07,1779,0,6,0,Phone,0
201439,50039,Home,2411.56,2992,0,4,0,Online,0
201440,51866,Travel,1413.07,544,1,2,1,Online,0
201441,54107,Home,5590.03,1889,0,2,0,Broker,0
201442,55259,Home,712.83,1013,1,3,0,Online,1
201443,50728,Motor,2063.32,505,4,3,0,Online,0
201444,54322,Home,1617.64,945,4,3,0,Phone,1
201445,50683,Motor,3613.33,10,1,2,1,Phone,0
201446,51541,Motor,2257.92,2740,2,5,0,Broker,0
201447,52175,Motor,3554.57,2979,0,1,0,Online,0
201448,50519,Motor,4280.82,253,1,2,0,Online,1
201449,55348,Home,2264.28,3635,2,9,0,Phone,0
201450,52492,Motor,2176.26,2202,2,3,0,Online,0
201451,50901,Motor,1407.43,552,0,8,0,Phone,1
201452,52062,Motor,2692.12,2340,0,8,0,Broker,0
201453,50813,Travel,1991.77,3588,1,2,0,Online,0
201454,52515,Home,814.51,2835,0,2,0,Online,0
201455,52395,Motor,2290.92,3412,0,2,0,Online,0
201456,53810,Motor,901.05,3530,2,3,0,Online,0
201457,51302,Home,4018.11,974,1,3,0,Online,1
201458,52933,Travel,2229.27,2746,0,3,0,Phone,0
201459,50128,Travel,3043.06,2057,1,5,0,Online,0
201460,50338,Motor,2093.69,2755,2,2,0,Phone,0
201461,50495,Home,190.11,1726,1,1,1,Broker,1
201462,52625,Home,1048.65,1090,2,2,0,Phone,0
201463,52340,Motor,2834.56,631,1,3,0,Phone,0
201464,51471,Motor,4766.04,220,2,8,0,Online,0
201465,55173,Motor,1225.41,1518,1,3,0,Online,1
201466,55341,Home,710.06,3295,1,6,0,Online,1
201467,51806,Motor,2230.42,729,0,5,1,Online,0
201468,52853,Home,750.53,3193,1,6,0,Phone,0
201469,52762,Motor,1971.97,2612,1,6,0,Phone,0
201470,51690,Home,3977.3,2638,2,7,0,Phone,0
201471,50991,Home,2244.81,1866,2,5,1,Online,0
201472,52785,Motor,448.22,999,0,2,1,Online,0
201473,55076,Travel,5677.81,998,1,1,0,Phone,1
201474,52429,Motor,3095.64,2932,2,4,0,Phone,0
201475,51908,Motor,3825.83,1636,0,3,0,Broker,0
201476,50793,Motor,1999.35,1830,1,3,1,Online,0
201477,50952,Travel,7691.55,1369,2,3,0,Online,0
201478,52175,Motor,3310.3,40,1,6,0,Online,0
201479,52614,Motor,7370.53,2832,1,3,0,Phone,0
201480,53759,Motor,252.31,1768,0,5,0,Phone,0
201481,52285,Home,1574.13,2507,3,2,0,Online,0
201482,53190,Home,1931.9,1976,0,6,1,Phone,0
201483,51599,Motor,1976.01,3398,3,2,1,Broker,0
201484,54054,Home,4134.22,2341,0,6,0,Phone,0
201485,54895,Motor,2432.19,2782,3,6,0,Broker,0
201486,53124,Motor,4027.79,242,2,7,1,Online,0
201487,51316,Travel,2064.7,817,3,4,0,Online,0
201488,55184,Motor,5825.6,2152,2,9,0,Online,1
201489,52927,Home,1938.03,769,0,8,0,Online,0
201490,54086,Home,2865.62,3238,2,4,1,Phone,0
201491,50889,Home,1788.91,3070,0,3,0,Online,0
201492,54415,Home,1972.54,2487,1,2,0,Broker,0
201493,50518,Motor,1764.66,47,1,4,0,Online,0
201494,55432,Motor,1350.56,1210,2,3,0,Online,0
201495,51634,Home,5707.6,1850,1,6,1,Phone,0
201496,51718,Home,5600.42,2500,2,3,0,Online,1
201497,53145,Motor,462.53,605,1,6,1,Broker,0
201498,53998,Home,527.37,161,0,1,0,Online,0
201499,52956,Motor,2822.53,1214,0,2,1,Phone,0
201500,51868,Motor,426.37,2693,0,6,1,Online,0
201501,54770,Travel,4314.17,2524,3,5,0,Online,1
201502,52167,Travel,1596.6,960,3,4,0,Online,0
201503,53390,Home,1947.41,3179,1,3,0,Phone,1
201504,52056,Motor,693.45,3279,1,5,0,Online,0
201505,52440,Motor,3523.98,307,3,9,0,Online,0
201506,51245,Home,1454.75,27,1,5,1,Broker,1
201507,53200,Home,1948.77,1589,0,4,0,Online,0
201508,51059,Motor,6502.07,1543,1,5,0,Online,0
201509,52848,Travel,1013.69,1297,0,2,1,Online,1
201510,53225,Motor,1632.63,1328,1,3,0,Phone,0
201511,51683,Home,569.33,1697,2,3,0,Broker,0
201512,53708,Home,663.28,3551,2,3,0,Broker,0
201513,52031,Home,1247.22,2421,2,3,0,Online,0
201514,53345,Motor,1992.79,2144,0,6,0,Broker,0
201515,55832,Motor,2128.07,68,0,2,0,Online,1
201516,51549,Home,5898.45,1106,0,1,0,Online,0
201517,55672,Home,343.7,2058,0,1,0,Online,0
201518,53534,Home,1650.34,2882,1,6,0,Phone,1
201519,55541,Home,1655.09,575,0,0,1,Phone,0
201520,52172,Home,3328.94,548,1,5,0,Online,0
201521,52391,Motor,96.42,1664,0,2,0,Online,0
201522,50862,Motor,1662.44,765,4,6,0,Phone,0
201523,54245,Home,2771.03,5,0,3,0,Broker,0
201524,55587,Travel,1362.35,3262,1,6,1,Online,0
201525,54207,Motor,9018.47,731,0,5,0,Broker,1
201526,53705,Travel,1484.64,2695,1,8,0,Online,0
201527,51628,Motor,5111.74,998,1,2,0,Online,0
201528,51205,Motor,2031.62,2751,0,2,1,Phone,0
201529,55348,Home,2266.25,85,0,4,0,Phone,0
201530,52638,Motor,2470.0,2388,2,1,0,Online,1
201531,52654,Travel,1883.24,844,0,1,0,Online,0
201532,54338,Home,3829.55,3205,1,3,0,Broker,0
201533,54023,Home,2227.96,2021,2,3,0,Online,1
201534,50662,Motor,1843.0,1887,2,5,0,Online,0
201535,55688,Motor,1130.24,1358,1,4,1,Online,0
201536,52378,Travel,2689.77,2916,0,2,0,Online,1
201537,52251,Motor,1744.73,1490,1,4,0,Phone,0
201538,51034,Home,4432.7,690,3,7,1,Online,0
201539,50428,Home,1177.71,3314,3,7,1,Phone,0
201540,52000,Home,2488.13,2884,1,10,0,Online,0
201541,51829,Motor,1168.95,676,0,5,0,Broker,0
201542,52654,Home,4040.51,766,1,7,1,Online,1
201543,51016,Home,347.8,2183,1,4,0,Phone,0
201544,51134,Travel,3495.12,3107,2,3,0,Broker,0
201545,53995,Motor,1632.51,2086,2,4,0,Phone,0
201546,53755,Motor,3449.85,600,2,4,0,Online,0
201547,55234,Motor,1415.19,1450,0,3,0,Online,0
201548,50711,Home,2039.84,361,0,5,1,Phone,0
201549,50250,Motor,2565.99,1899,1,8,0,Online,0
201550,55772,Home,1437.71,528,0,6,1,Broker,0
201551,53567,Motor,1864.91,2352,2,4,0,Phone,0
201552,52047,Home,1387.31,3043,0,3,1,Broker,0
201553,55519,Motor,1043.66,2033,3,5,1,Online,0
201554,52063,Travel,1475.69,68,0,11,0,Phone,0
201555,50537,Motor,542.23,992,0,5,0,Online,0
201556,52469,Motor,741.8,1597,0,4,0,Phone,0
201557,54807,Motor,454.26,1604,1,1,0,Broker,0
201558,50997,Motor,4069.48,3295,2,3,1,Broker,0
201559,53764,Motor,1411.55,2125,0,4,0,Phone,1
201560,53436,Home,1568.15,2004,0,1,1,Phone,0
201561,50913,Motor,3674.99,1757,1,3,1,Phone,1
201562,52347,Motor,1742.06,579,1,3,0,Online,0
201563,51660,Home,5699.76,834,1,4,0,Phone,0
201564,55760,Home,2768.5,3613,1,6,1,Online,0
201565,54875,Motor,706.72,577,1,7,0,Phone,0
201566,50033,Home,5552.51,2333,4,3,0,Phone,0
201567,53109,Motor,3867.59,698,1,2,0,Online,0
201568,55575,Home,1195.97,378,3,5,1,Phone,0
201569,55896,Home,3482.33,1180,1,2,1,Online,1
201570,50601,Motor,2913.89,2738,2,5,0,Online,1
201571,54538,Home,2763.67,70,1,2,0,Phone,1
201572,53497,Home,738.45,3545,2,7,1,Online,0
201573,54910,Home,1506.95,3223,3,5,0,Phone,0
201574,54106,Home,6188.86,2950,2,5,0,Phone,0
201575,50245,Motor,1117.85,3305,1,1,0,Broker,1
201576,54767,Home,1201.14,2535,1,8,1,Broker,0
201577,53800,Home,7934.22,1805,1,2,0,Phone,0
201578,55497,Travel,2284.87,1353,1,2,0,Online,1
201579,51275,Motor,2306.78,3090,1,2,0,Online,0
201580,52094,Motor,2597.17,779,1,5,0,Online,0
201581,50701,Motor,1472.22,1371,0,2,0,Phone,1
201582,51169,Motor,168.2,768,2,7,0,Online,0
201583,51591,Travel,1550.0,3029,0,3,0,Phone,0
201584,54796,Motor,3954.74,3562,1,4,1,Online,0
201585,55917,Travel,1491.86,1235,0,5,0,Phone,0
201586,51286,Motor,925.82,2039,0,7,0,Broker,0
201587,54042,Home,6773.34,77,1,3,0,Phone,1
201588,50856,Home,5933.45,2582,0,4,0,Online,0
201589,54194,Home,3706.81,1930,1,2,0,Phone,0
201590,52696,Home,1008.75,3441,0,3,0,Phone,0
201591,55326,Motor,3934.59,547,1,5,1,Phone,0
201592,53878,Motor,2477.03,3414,3,5,1,Online,1
201593,54336,Travel,6418.85,3064,1,4,0,Online,0
201594,55904,Motor,3972.77,494,1,6,0,Phone,0
201595,53095,Motor,2717.1,2342,0,3,0,Phone,1
201596,53191,Motor,3347.55,2591,3,6,1,Phone,0
201597,50674,Home,3335.31,1688,0,2,1,Online,0
201598,53191,Home,3092.34,3608,0,8,0,Phone,0
201599,50041,Home,2987.52,2473,1,7,0,Online,0
201600,52130,Motor,2758.23,2541,1,7,0,Online,0
201601,53014,Motor,1445.42,1168,0,4,0,Online,0
201602,55115,Motor,2036.1,1798,3,3,0,Phone,0
201603,50921,Travel,1648.02,3614,2,7,0,Phone,0
201604,55360,Home,2374.37,3626,1,4,0,Phone,0
201605,50068,Home,2469.16,1620,2,4,0,Online,0
201606,50977,Motor,5137.54,1255,2,4,0,Phone,0
201607,53553,Home,4978.88,3060,1,3,0,Broker,0
201608,50491,Home,2944.53,1887,1,5,0,Online,0
201609,55512,Motor,2676.88,297,0,1,0,Online,0
201610,54056,Home,861.82,2253,0,2,0,Broker,0
201611,53259,Home,734.7,1640,1,5,0,Phone,0
201612,55464,Home,3125.71,2794,3,7,0,Phone,0
201613,51194,Motor,684.29,971,1,5,0,Online,0
201614,54218,Motor,7117.58,3197,2,7,0,Phone,0
201615,53853,Motor,497.17,3497,0,4,1,Online,0
201616,53879,Motor,2067.14,1979,2,4,0,Online,0
201617,50148,Motor,6231.74,1057,0,0,0,Online,0
201618,51456,Home,1630.68,1306,1,7,1,Broker,0
201619,53780,Motor,2677.31,1058,0,3,0,Phone,0
201620,55949,Motor,1230.75,1774,3,4,0,Online,1
201621,54210,Motor,2034.59,3241,0,5,0,Broker,0
201622,52877,Home,5766.4,2943,2,2,1,Online,0
201623,51160,Home,3697.78,1090,0,5,1,Online,0
201624,54078,Motor,2470.27,1815,1,6,1,Online,0
201625,52445,Motor,2661.88,3521,1,4,0,Online,0
201626,55145,Home,2978.49,2015,0,8,1,Online,0
201627,50869,Travel,1797.12,1347,3,1,1,Online,0
201628,54940,Home,2980.03,1484,3,2,0,Phone,0
201629,51296,Motor,1662.14,87,1,3,1,Phone,1
201630,52511,Home,1537.03,2802,1,6,1,Online,0
201631,53505,Home,1137.35,241,1,3,0,Phone,0
201632,54143,Home,6140.75,2677,1,5,0,Online,0
201633,55297,Motor,3144.83,1248,2,6,0,Online,0
201634,52721,Motor,232.6,1256,0,4,1,Online,1
201635,53865,Home,3495.09,3623,3,7,0,Phone,0
201636,50255,Motor,6558.23,911,2,5,0,Online,0
201637,54686,Motor,4197.26,2427,0,5,1,Online,1
201638,52961,Home,3019.67,988,1,5,0,Online,0
201639,55412,Travel,1743.35,604,0,5,1,Broker,0
201640,55268,Home,1761.05,1306,1,4,0,Online,0
201641,51455,Motor,4053.62,2188,2,1,1,Broker,1
201642,55891,Home,6466.99,1069,2,7,0,Phone,0
201643,50973,Motor,1827.39,2292,4,6,1,Phone,1
201644,50728,Motor,2583.63,2770,0,2,0,Online,0
201645,54668,Home,3921.5,1877,1,4,0,Phone,0
201646,51817,Motor,1982.29,1433,4,3,1,Online,0
201647,53980,Home,2763.17,2240,2,4,0,Online,0
201648,53673,Motor,218.19,2184,1,5,1,Online,0
201649,54885,Motor,1964.33,1004,0,5,0,Online,0
201650,55672,Motor,7018.55,1853,2,3,1,Online,0
201651,52021,Home,661.75,1550,2,4,0,Online,0
201652,50383,Motor,509.37,378,1,5,0,Online,1
201653,55760,Travel,1576.95,190,1,0,0,Phone,0
201654,53137,Travel,3062.7,660,0,4,1,Online,0
201655,55167,Travel,246.88,1955,2,5,0,Online,0
201656,52720,Motor,4610.5,2137,1,3,0,Online,0
201657,50556,Home,4633.16,956,0,5,1,Phone,1
201658,50919,Home,1871.14,3541,2,5,0,Online,0
201659,53420,Travel,3349.28,2669,0,6,0,Broker,0
201660,55754,Travel,1061.48,812,0,5,0,Broker,0
201661,55860,Home,3639.5,1480,1,4,1,Phone,0
201662,55925,Motor,5694.24,1869,2,5,0,Online,0
201663,50919,Motor,476.61,3497,1,6,0,Online,1
201664,55439,Travel,3495.06,1129,0,3,0,Online,1
201665,55154,Motor,1884.41,2987,0,6,0,Phone,0
201666,52339,Home,8461.55,3537,2,2,0,Broker,0
201667,52867,Home,4994.71,422,1,1,0,Broker,0
201668,50165,Home,1781.66,3210,6,6,1,Broker,0
201669,50283,Travel,1336.47,2175,0,2,0,Online,0
201670,54137,Motor,74.6,2125,3,5,1,Online,0
201671,51638,Home,4285.75,2731,2,6,0,Broker,0
201672,55428,Home,3119.6,1931,0,3,0,Online,0
201673,52512,Home,3654.44,2179,0,2,0,Online,0
201674,53934,Motor,5101.13,848,0,2,0,Online,0
201675,55531,Motor,1219.26,2321,1,3,0,Phone,0
201676,52170,Motor,4170.09,3631,1,2,0,Phone,0
201677,52963,Travel,4879.17,2754,1,4,0,Online,0
201678,50229,Travel,2700.16,13,1,5,0,Online,0
201679,51855,Motor,742.54,2500,1,6,0,Online,0
201680,54525,Home,1032.38,3235,1,4,0,Online,0
201681,50950,Motor,4007.71,2694,1,2,0,Broker,0
201682,51776,Home,224.24,2790,3,4,1,Broker,0
201683,53716,Home,3370.57,2816,2,6,1,Online,0
201684,54142,Motor,4664.11,2888,1,4,1,Online,0
201685,50623,Motor,5369.15,2700,0,7,0,Phone,1
201686,52583,Motor,1270.98,2976,2,1,0,Phone,0
201687,53734,Home,4896.46,2856,0,4,1,Phone,0
201688,51669,Motor,592.34,3144,4,3,0,Phone,0
201689,51484,Home,4847.54,1635,2,5,1,Broker,0
201690,52148,Home,4087.39,3098,2,6,0,Online,0
201691,51631,Home,4970.06,1698,1,5,0,Online,0
201692,53846,Travel,2858.36,1803,1,3,0,Online,0
201693,52181,Motor,8730.97,1382,0,2,0,Online,0
201694,55642,Motor,1011.59,3577,0,1,0,Broker,0
201695,54580,Home,3485.45,3309,1,3,0,Online,0
201696,52420,Home,3914.77,79,2,2,0,Online,0
201697,55880,Home,3732.53,3484,0,4,0,Online,0
201698,53616,Motor,5500.8,1836,0,4,1,Online,0
201699,55616,Motor,1863.99,61,1,3,1,Online,0
201700,50434,Motor,1996.42,444,1,4,0,Phone,1
201701,54608,Home,734.52,2373,1,3,0,Broker,0
201702,52444,Motor,3496.94,3340,3,1,0,Online,0
201703,50534,Travel,2284.74,1118,2,5,0,Phone,0
201704,52449,Motor,3261.0,3319,1,1,1,Online,0
201705,53225,Travel,4059.48,3377,1,3,0,Online,0
201706,51772,Motor,2754.36,3064,0,4,0,Online,0
201707,55801,Motor,2253.77,3037,3,7,1,Broker,0
201708,51439,Home,2673.62,3264,5,4,1,Online,1
201709,52115,Motor,2417.52,2916,0,3,0,Online,1
201710,52509,Motor,1960.71,873,0,1,0,Phone,0
201711,51675,Motor,2980.86,1787,0,4,1,Broker,0
201712,54100,Motor,4083.55,764,1,2,0,Broker,1
201713,51317,Motor,1308.0,1933,1,3,0,Online,0
201714,53673,Travel,4199.1,3620,0,3,0,Online,0
201715,52121,Motor,5424.04,2637,0,2,0,Phone,0
201716,54091,Travel,4151.51,1805,0,3,0,Phone,1
201717,55854,Motor,408.12,1628,3,2,0,Phone,1
201718,53283,Travel,5126.47,1903,2,4,0,Online,0
201719,53389,Motor,1889.46,397,2,5,0,Broker,0
201720,55319,Travel,6067.14,1388,2,6,0,Broker,0
201721,52148,Motor,725.31,3158,0,10,0,Online,0
201722,55162,Home,205.1,1080,2,3,0,Broker,0
201723,52167,Motor,2540.59,1437,0,3,1,Online,0
201724,52153,Motor,3334.76,3383,3,3,0,Online,0
201725,52063,Motor,4611.39,169,2,4,0,Online,0
201726,53513,Travel,1519.66,3257,1,3,0,Broker,0
201727,54060,Motor,3903.18,506,1,2,1,Online,0
201728,53928,Motor,2551.95,968,0,2,1,Phone,0
201729,52440,Home,2805.81,3497,1,3,0,Phone,0
201730,54334,Motor,1511.95,3475,1,3,1,Online,0
201731,53041,Home,10298.69,2883,3,3,1,Phone,0
201732,53139,Motor,3297.28,2241,1,4,0,Online,0
201733,50310,Home,1552.71,2814,0,5,0,Online,0
201734,53548,Motor,237.7,2683,1,1,0,Online,1
201735,53443,Motor,1222.45,1772,0,4,0,Online,1
201736,53023,Home,485.68,1982,0,4,0,Phone,0
201737,54643,Motor,2736.33,1050,0,4,0,Phone,0
201738,50488,Motor,999.45,838,3,2,1,Online,0
201739,52590,Home,710.87,2002,2,0,0,Online,0
201740,52199,Travel,5844.22,173,1,7,0,Broker,0
201741,51100,Motor,1146.06,3176,1,1,0,Phone,0
201742,54980,Home,5328.88,3109,2,4,0,Online,0
201743,55134,Home,7022.95,305,0,5,0,Phone,1
201744,54600,Home,4739.29,2015,2,6,1,Online,0
201745,51094,Motor,2349.95,908,0,5,0,Broker,0
201746,51613,Travel,1146.78,546,1,1,0,Broker,1
201747,54603,Motor,4351.51,708,0,7,1,Phone,0
201748,55332,Travel,1734.16,3023,2,3,1,Online,1
201749,51026,Home,1620.97,1994,1,6,0,Online,1
201750,53982,Motor,6920.45,2317,1,3,0,Online,1
